sequence,sid,pos_acts_toeachother,neg_acts_toeachother,pos_acts_together,neg_acts_together,pos_char1_acts,neg_char1_acts,pos_char2_acts,neg_char2_acts,pos,neg,filename,unique_ID,29:posFramesFired,30:negFramesFired,31:otherFramesFired,32:posFramewrtCharFired,33:negFramewrtCharFired,34:otherFrameswrtCharFired,manualLabel
51,s2,0,0,0,0,0,0,0,0,0,0,bradbury.dandelion.0.3.sent,bradbury.dandelion.0.3.sents2,0,0,2,0,0,2,p
51,s12,0,0,0,0,0,0,0,0,0,0,bradbury.dandelion.0.3.sent,bradbury.dandelion.0.3.sents12,0,0,1,0,0,1,p
51,s18,0,0,0,0,0,0,0,0,0,0,bradbury.dandelion.0.3.sent,bradbury.dandelion.0.3.sents18,0,0,2,0,0,2,p
51,s19,0,0,0,0,0,0,0,0,0,0,bradbury.dandelion.0.3.sent,bradbury.dandelion.0.3.sents19,0,0,0,0,0,0,p
51,s30,0,0,0,0,0,0,0,0,0,0,bradbury.dandelion.0.3.sent,bradbury.dandelion.0.3.sents30,0,0,0,0,0,0,p
52,s10,0,0,0,0,0,1,0,0,0,1,bradbury.fahrenheit.0.2.sent,bradbury.fahrenheit.0.2.sents10,0,0,0,0,0,0,p
52,s30,0,0,0,0,0,0,0,0,0,0,bradbury.fahrenheit.0.2.sent,bradbury.fahrenheit.0.2.sents30,0,0,0,0,0,0,n
52,s34,0,0,0,0,0,0,0,0,0,0,bradbury.fahrenheit.0.2.sent,bradbury.fahrenheit.0.2.sents34,0,1,0,0,1,0,n
52,s35,0,0,0,0,0,0,0,0,0,0,bradbury.fahrenheit.0.2.sent,bradbury.fahrenheit.0.2.sents35,0,1,0,0,1,0,n
52,s37,0,0,0,0,0,1,0,0,0,0,bradbury.fahrenheit.0.2.sent,bradbury.fahrenheit.0.2.sents37,0,1,0,0,1,0,n
53,s33,0,0,0,0,0,0,0,0,0,0,bronte.jane.1.6.sent,bronte.jane.1.6.sents33,1,0,0,0,0,0,p
53,s34,0,0,0,0,0,0,0,0,0,0,bronte.jane.1.6.sent,bronte.jane.1.6.sents34,0,0,0,0,0,0,p
53,s38,0,0,0,0,0,0,0,0,0,0,bronte.jane.1.6.sent,bronte.jane.1.6.sents38,2,0,0,2,0,0,p
54,s24,0,0,0,0,0,0,0,0,0,0,bronte.jane.2.5.sent,bronte.jane.2.5.sents24,1,0,1,1,0,1,p
54,s25,0,0,0,0,0,0,0,0,0,0,bronte.jane.2.5.sent,bronte.jane.2.5.sents25,1,0,0,1,0,0,p
55,s48,0,0,0,0,0,0,0,0,0,0,butler.kindred.0.5.sent,butler.kindred.0.5.sents48,0,0,0,0,0,0,n
56,s1,0,0,0,0,0,0,0,0,0,0,butler.kindred.1.5.sent,butler.kindred.1.5.sents1,1,0,0,1,0,0,p
56,s22,0,0,0,0,0,0,0,0,0,0,butler.kindred.1.5.sent,butler.kindred.1.5.sents22,0,1,0,0,1,0,p
56,s26,0,0,0,0,0,0,0,0,0,0,butler.kindred.1.5.sent,butler.kindred.1.5.sents26,0,0,0,0,0,0,p
56,s28,0,0,0,0,0,0,0,0,0,0,butler.kindred.1.5.sent,butler.kindred.1.5.sents28,0,0,0,0,0,0,p
56,s37,0,0,0,1,0,0,0,0,0,0,butler.kindred.1.5.sent,butler.kindred.1.5.sents37,0,0,0,0,0,0,p
56,s59,0,0,0,0,0,0,0,0,0,0,butler.kindred.1.5.sent,butler.kindred.1.5.sents59,0,1,0,0,0,0,n
56,s60,0,0,0,0,0,0,0,0,0,0,butler.kindred.1.5.sent,butler.kindred.1.5.sents60,0,0,0,0,0,0,p
57,s10,0,0,0,0,0,0,0,0,0,0,capote.incold.0.1.sent,capote.incold.0.1.sents10,0,0,0,0,0,0,p
57,s13,0,0,0,0,0,0,0,0,0,0,capote.incold.0.1.sent,capote.incold.0.1.sents13,1,0,0,1,0,0,p
57,s21,0,0,0,0,0,0,0,0,0,0,capote.incold.0.1.sent,capote.incold.0.1.sents21,0,0,0,0,0,0,p
57,s24,0,0,0,1,0,0,0,0,0,0,capote.incold.0.1.sent,capote.incold.0.1.sents24,0,0,0,0,0,0,p
57,s28,0,0,0,0,0,0,0,0,0,0,capote.incold.0.1.sent,capote.incold.0.1.sents28,0,1,0,0,1,0,p
58,s3,0,0,1,0,0,0,0,0,1,0,cervantes.don.1.5.sent,cervantes.don.1.5.sents3,1,0,0,1,0,0,p
58,s9,0,0,0,0,0,0,0,0,0,0,cervantes.don.1.5.sent,cervantes.don.1.5.sents9,0,0,0,0,0,0,p
58,s14,1,0,1,0,0,0,0,0,2,0,cervantes.don.1.5.sent,cervantes.don.1.5.sents14,0,0,1,0,0,1,p
58,s23,0,0,0,0,0,0,0,0,0,0,cervantes.don.1.5.sent,cervantes.don.1.5.sents23,0,0,0,0,0,0,p
59,s9,0,0,0,0,0,0,0,0,0,0,chandler.big.1.7.sent,chandler.big.1.7.sents9,0,0,0,0,0,0,p
59,s12,0,0,0,0,0,0,0,0,0,0,chandler.big.1.7.sent,chandler.big.1.7.sents12,0,0,0,0,0,0,p
59,s45,0,0,0,0,0,0,0,0,0,0,chandler.big.1.7.sent,chandler.big.1.7.sents45,1,0,0,1,0,0,p
59,s46,0,0,0,0,0,1,0,0,0,0,chandler.big.1.7.sent,chandler.big.1.7.sents46,0,1,1,0,1,1,n
59,s50,0,0,1,0,0,0,0,0,2,0,chandler.big.1.7.sent,chandler.big.1.7.sents50,0,0,0,0,0,0,p
60,s13,0,0,0,0,0,0,0,0,0,0,chandler.big.1.8.sent,chandler.big.1.8.sents13,0,0,0,0,0,0,n
60,s14,0,1,0,1,0,0,0,0,0,0,chandler.big.1.8.sent,chandler.big.1.8.sents14,0,0,0,0,0,0,n
60,s18,0,0,0,1,0,0,0,0,0,1,chandler.big.1.8.sent,chandler.big.1.8.sents18,1,2,0,0,0,0,n
60,s22,0,0,0,0,0,1,0,0,0,0,chandler.big.1.8.sent,chandler.big.1.8.sents22,0,0,1,0,0,0,n
61,s38,0,0,0,0,0,0,0,0,0,0,chandler.big.4.7.sent,chandler.big.4.7.sents38,0,0,0,0,0,0,p
61,s40,1,0,1,0,0,0,0,0,1,0,chandler.big.4.7.sent,chandler.big.4.7.sents40,0,0,0,0,0,0,p
61,s41,0,0,1,0,0,0,0,0,0,0,chandler.big.4.7.sent,chandler.big.4.7.sents41,0,0,0,0,0,0,p
61,s43,0,0,0,0,0,0,0,0,1,0,chandler.big.4.7.sent,chandler.big.4.7.sents43,0,0,0,0,0,0,p
61,s44,0,0,1,0,0,0,2,1,0,0,chandler.big.4.7.sent,chandler.big.4.7.sents44,0,1,0,0,0,0,p
62,s7,0,0,0,0,0,0,0,0,0,0,chandler.big.7.8.sent,chandler.big.7.8.sents7,0,0,0,0,0,0,n
62,s8,0,0,0,0,0,0,0,0,0,0,chandler.big.7.8.sent,chandler.big.7.8.sents8,0,0,0,0,0,0,n
63,s50,0,0,0,0,0,0,0,1,0,1,chaucer.canterbury.2.31.sent,chaucer.canterbury.2.31.sents50,0,0,0,0,0,0,p
63,s53,0,0,0,0,0,0,0,0,0,0,chaucer.canterbury.2.31.sent,chaucer.canterbury.2.31.sents53,1,0,0,1,0,0,p
63,s54,0,0,0,0,0,0,0,0,0,0,chaucer.canterbury.2.31.sent,chaucer.canterbury.2.31.sents54,0,0,0,0,0,0,p
63,s59,0,1,0,0,0,1,0,0,0,0,chaucer.canterbury.2.31.sent,chaucer.canterbury.2.31.sents59,0,2,1,0,2,1,p
63,s61,0,0,0,0,0,0,0,0,0,0,chaucer.canterbury.2.31.sent,chaucer.canterbury.2.31.sents61,0,0,0,0,0,0,p
64,s11,1,0,1,0,0,0,0,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents11,2,0,0,2,0,0,p
64,s13,0,0,0,0,0,0,0,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents13,0,0,0,0,0,0,p
64,s15,0,0,0,0,0,0,0,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents15,1,0,0,1,0,0,p
64,s18,0,0,0,0,0,0,0,0,1,1,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents18,3,0,0,3,0,0,p
64,s19,0,0,0,0,0,0,0,0,1,1,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents19,1,0,0,1,0,0,p
64,s20,0,0,0,0,0,1,0,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents20,1,1,0,1,1,0,p
64,s29,0,0,0,0,0,0,1,0,2,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents29,1,0,0,1,0,0,p
64,s33,0,0,0,0,0,0,0,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents33,1,0,0,1,0,0,p
64,s35,0,0,0,0,0,0,2,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents35,2,0,0,2,0,0,p
64,s36,0,0,0,0,0,0,0,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents36,0,0,0,0,0,0,p
64,s37,0,0,1,0,0,0,0,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents37,3,0,0,3,0,0,p
64,s38,0,1,0,1,0,0,0,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents38,3,0,0,3,0,0,p
64,s40,0,0,0,0,0,0,0,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents40,1,0,0,1,0,0,p
64,s41,0,0,0,0,0,0,0,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents41,0,0,0,0,0,0,p
64,s42,0,0,0,0,0,0,0,0,0,0,chopin.awakening.0.6.sent,chopin.awakening.0.6.sents42,0,0,0,0,0,0,p
65,s4,0,0,0,0,0,0,0,0,0,0,chopin.awakening.3.6.sent,chopin.awakening.3.6.sents4,2,0,0,2,0,0,p
65,s5,0,0,0,0,0,0,0,0,0,0,chopin.awakening.3.6.sent,chopin.awakening.3.6.sents5,1,0,0,1,0,0,p
65,s40,0,0,0,0,0,0,0,0,0,2,chopin.awakening.3.6.sent,chopin.awakening.3.6.sents40,1,0,0,1,0,0,p
66,s44,0,0,1,1,1,0,0,1,2,2,christie.none.1.6.sent,christie.none.1.6.sents44,1,0,0,1,0,0,n
66,s45,0,0,0,0,0,0,0,0,0,0,christie.none.1.6.sent,christie.none.1.6.sents45,0,0,0,0,0,0,n
67,s11,0,0,0,0,0,0,0,0,0,0,christie.none.1.8.sent,christie.none.1.8.sents11,1,1,0,1,0,0,p
67,s27,0,0,0,0,0,0,0,0,0,0,christie.none.1.8.sent,christie.none.1.8.sents27,0,0,0,0,0,0,p
67,s30,0,0,0,0,0,0,0,0,0,0,christie.none.1.8.sent,christie.none.1.8.sents30,0,0,0,0,0,0,p
68,s20,0,0,0,0,0,0,0,0,0,0,clarke.childhood.7.8.sent,clarke.childhood.7.8.sents20,0,0,0,0,0,0,p
68,s25,0,0,0,1,0,0,0,0,0,0,clarke.childhood.7.8.sent,clarke.childhood.7.8.sents25,2,0,0,2,0,0,p
68,s32,0,0,0,0,0,0,0,0,0,0,clarke.childhood.7.8.sent,clarke.childhood.7.8.sents32,1,0,0,1,0,0,p
68,s35,0,0,0,0,0,0,0,0,0,0,clarke.childhood.7.8.sent,clarke.childhood.7.8.sents35,0,0,1,0,0,0,p
69,s29,0,0,0,0,0,0,0,0,0,0,clarke.odyssey.4.6.sent,clarke.odyssey.4.6.sents29,0,0,0,0,0,0,p
69,s31,0,0,0,0,0,0,0,0,0,0,clarke.odyssey.4.6.sent,clarke.odyssey.4.6.sents31,0,0,0,0,0,0,p
69,s35,0,0,0,1,0,0,0,0,0,0,clarke.odyssey.4.6.sent,clarke.odyssey.4.6.sents35,0,0,0,0,0,0,p
69,s36,0,0,0,0,0,0,0,1,0,0,clarke.odyssey.4.6.sent,clarke.odyssey.4.6.sents36,0,1,0,0,1,0,p
69,s47,0,0,0,0,0,0,0,0,0,0,clarke.odyssey.4.6.sent,clarke.odyssey.4.6.sents47,0,0,0,0,0,0,p
70,s3,0,0,0,1,1,0,0,0,1,1,collins.catching.1.7.sent,collins.catching.1.7.sents3,2,1,0,0,1,0,p
70,s17,0,0,0,0,0,0,0,0,0,0,collins.catching.1.7.sent,collins.catching.1.7.sents17,0,0,0,0,0,0,p
70,s21,0,0,1,0,0,0,0,0,1,0,collins.catching.1.7.sent,collins.catching.1.7.sents21,2,0,0,1,0,0,p
71,s32,0,0,0,0,0,0,0,1,0,0,collins.hunger.0.3.sent,collins.hunger.0.3.sents32,0,2,0,0,2,0,p
71,s38,0,0,0,0,0,0,0,0,0,0,collins.hunger.0.3.sent,collins.hunger.0.3.sents38,0,0,0,0,0,0,p
71,s39,0,0,0,0,0,0,0,0,0,0,collins.hunger.0.3.sent,collins.hunger.0.3.sents39,0,0,0,0,0,0,p
71,s43,0,0,0,1,0,0,0,0,0,1,collins.hunger.0.3.sent,collins.hunger.0.3.sents43,0,1,0,0,1,0,p
72,s11,0,0,0,0,0,0,0,0,0,0,collins.hunger.1.3.sent,collins.hunger.1.3.sents11,0,0,2,0,0,2,p
72,s13,0,0,0,0,0,0,0,0,0,0,collins.hunger.1.3.sent,collins.hunger.1.3.sents13,1,0,1,1,0,1,p
72,s17,0,0,0,0,0,0,0,0,0,0,collins.hunger.1.3.sent,collins.hunger.1.3.sents17,0,0,0,0,0,0,p
72,s18,0,0,0,0,0,0,0,0,0,0,collins.hunger.1.3.sent,collins.hunger.1.3.sents18,0,0,0,0,0,0,p
72,s37,0,0,0,1,0,0,1,0,0,0,collins.hunger.1.3.sent,collins.hunger.1.3.sents37,0,0,0,0,0,0,p
72,s45,0,0,0,0,0,0,0,0,0,0,collins.hunger.1.3.sent,collins.hunger.1.3.sents45,0,0,0,0,0,0,p
72,s52,0,0,0,0,0,0,1,0,0,1,collins.hunger.1.3.sent,collins.hunger.1.3.sents52,1,0,0,1,0,0,p
72,s60,0,0,0,0,0,0,0,0,0,0,collins.hunger.1.3.sent,collins.hunger.1.3.sents60,0,0,0,0,0,0,p
72,s70,0,0,0,0,0,0,0,0,0,0,collins.hunger.1.3.sent,collins.hunger.1.3.sents70,0,1,0,0,1,0,p
72,s73,0,0,0,1,0,0,0,0,0,1,collins.hunger.1.3.sent,collins.hunger.1.3.sents73,0,1,0,0,1,0,p
73,s0,0,0,0,0,0,0,0,0,0,0,conrad.heart.0.1.sent,conrad.heart.0.1.sents0,1,0,0,1,0,0,p
73,s28,0,0,0,1,0,0,1,0,0,0,conrad.heart.0.1.sent,conrad.heart.0.1.sents28,0,0,0,0,0,0,p
73,s30,0,0,0,0,0,0,0,0,0,0,conrad.heart.0.1.sent,conrad.heart.0.1.sents30,1,1,0,1,1,0,p
73,s38,0,0,0,0,0,0,0,0,0,0,conrad.heart.0.1.sent,conrad.heart.0.1.sents38,0,0,0,0,0,0,p
74,s11,0,0,0,0,0,0,0,0,1,1,cooper.last.1.4.sent,cooper.last.1.4.sents11,0,0,0,0,0,0,n
74,s20,0,0,0,0,0,0,0,0,0,0,cooper.last.1.4.sent,cooper.last.1.4.sents20,0,1,0,0,0,0,n
74,s22,0,0,0,0,0,0,0,0,0,0,cooper.last.1.4.sent,cooper.last.1.4.sents22,0,1,0,0,0,0,n
74,s26,0,0,0,0,0,0,0,0,0,0,cooper.last.1.4.sent,cooper.last.1.4.sents26,0,0,0,0,0,0,n
74,s28,0,0,0,1,0,1,0,0,0,4,cooper.last.1.4.sent,cooper.last.1.4.sents28,0,1,0,0,0,0,n
75,s18,0,0,0,1,0,0,0,1,0,0,cooper.last.3.8.sent,cooper.last.3.8.sents18,1,0,0,1,0,0,n
75,s21,0,0,0,0,0,0,0,0,0,0,cooper.last.3.8.sent,cooper.last.3.8.sents21,0,0,0,0,0,0,n
76,s18,0,0,0,1,0,0,0,1,0,0,cooper.last.7.8.sent,cooper.last.7.8.sents18,1,0,0,1,0,0,p
76,s23,0,0,1,0,0,0,0,0,2,0,cooper.last.7.8.sent,cooper.last.7.8.sents23,1,0,0,1,0,0,p
77,s15,0,0,0,0,0,0,0,0,0,0,cormier.iam.4.8.sent,cormier.iam.4.8.sents15,1,0,0,1,0,0,p
77,s18,0,1,0,1,0,0,0,0,0,1,cormier.iam.4.8.sent,cormier.iam.4.8.sents18,0,0,1,0,0,0,p
77,s32,0,0,0,0,0,0,0,0,0,0,cormier.iam.4.8.sent,cormier.iam.4.8.sents32,1,0,0,1,0,0,p
77,s75,0,0,0,0,0,0,0,0,0,0,cormier.iam.4.8.sent,cormier.iam.4.8.sents75,0,0,0,0,0,0,p
78,s3,0,0,0,0,0,0,0,0,0,0,cuningham.hours.0.4.sent,cuningham.hours.0.4.sents3,1,0,0,1,0,0,p
78,s10,0,0,0,0,0,0,0,0,0,0,cuningham.hours.0.4.sent,cuningham.hours.0.4.sents10,1,0,0,1,0,0,p
78,s22,0,0,1,0,0,0,0,0,2,1,cuningham.hours.0.4.sent,cuningham.hours.0.4.sents22,0,0,0,0,0,0,p
78,s23,0,0,0,1,0,0,0,0,3,0,cuningham.hours.0.4.sent,cuningham.hours.0.4.sents23,1,0,0,1,0,0,p
78,s35,0,0,0,0,0,0,0,0,0,0,cuningham.hours.0.4.sent,cuningham.hours.0.4.sents35,1,0,0,1,0,0,p
78,s59,0,0,0,0,0,0,0,0,0,0,cuningham.hours.0.4.sent,cuningham.hours.0.4.sents59,2,0,0,2,0,0,p
78,s60,0,0,1,0,0,0,0,0,1,0,cuningham.hours.0.4.sent,cuningham.hours.0.4.sents60,1,0,0,1,0,0,p
79,s16,0,0,0,0,0,0,0,0,0,0,danticat.breath.0.3.sent,danticat.breath.0.3.sents16,1,0,0,1,0,0,p
79,s48,0,0,0,0,0,0,0,0,0,0,danticat.breath.0.3.sent,danticat.breath.0.3.sents48,0,0,1,0,0,0,p
79,s52,0,0,0,0,0,0,0,0,0,0,danticat.breath.0.3.sent,danticat.breath.0.3.sents52,0,0,0,0,0,0,p
80,s0,0,0,0,0,1,0,0,0,1,0,danticat.breath.2.7.sent,danticat.breath.2.7.sents0,0,0,1,0,0,1,p
80,s1,0,0,0,0,0,0,0,0,0,0,danticat.breath.2.7.sent,danticat.breath.2.7.sents1,0,0,2,0,0,2,p
80,s6,0,0,0,0,0,0,0,0,1,0,danticat.breath.2.7.sent,danticat.breath.2.7.sents6,0,0,1,0,0,0,p
80,s9,0,0,0,0,0,0,0,0,0,0,danticat.breath.2.7.sent,danticat.breath.2.7.sents9,0,0,0,0,0,0,p
81,s25,1,0,0,0,1,0,0,0,0,0,danticat.breath.6.7.sent,danticat.breath.6.7.sents25,0,0,0,0,0,0,p
81,s26,0,0,0,0,0,0,0,0,0,0,danticat.breath.6.7.sent,danticat.breath.6.7.sents26,1,0,0,0,0,0,p
81,s28,0,0,0,0,0,0,0,0,0,0,danticat.breath.6.7.sent,danticat.breath.6.7.sents28,1,0,0,1,0,0,p
81,s32,0,0,0,1,0,0,0,0,0,0,danticat.breath.6.7.sent,danticat.breath.6.7.sents32,0,0,2,0,0,2,p
81,s50,0,0,1,0,0,0,0,0,1,1,danticat.breath.6.7.sent,danticat.breath.6.7.sents50,1,0,0,1,0,0,p
81,s51,0,0,0,0,0,0,1,0,1,0,danticat.breath.6.7.sent,danticat.breath.6.7.sents51,0,0,0,0,0,0,p
81,s52,0,0,0,0,0,0,0,0,0,0,danticat.breath.6.7.sent,danticat.breath.6.7.sents52,0,0,0,0,0,0,p
81,s54,0,0,0,0,0,0,0,0,0,0,danticat.breath.6.7.sent,danticat.breath.6.7.sents54,0,1,0,0,0,0,p
82,s70,0,0,1,0,0,0,0,0,0,0,dickens.bleak.2.11.sent,dickens.bleak.2.11.sents70,0,0,0,0,0,0,p
83,s8,0,0,0,0,0,0,0,0,0,0,dickens.bleak.3.17.sent,dickens.bleak.3.17.sents8,0,0,0,0,0,0,n
83,s67,0,0,0,0,0,0,0,1,0,0,dickens.bleak.3.17.sent,dickens.bleak.3.17.sents67,0,1,0,0,1,0,n
84,s77,0,0,0,0,1,0,0,0,0,0,dickens.bleak.14.17.sent,dickens.bleak.14.17.sents77,1,0,0,1,0,0,p
84,s80,0,0,0,0,1,0,0,0,0,0,dickens.bleak.14.17.sent,dickens.bleak.14.17.sents80,1,0,0,0,0,0,p
85,s37,0,0,0,1,0,0,0,0,0,0,dickens.bleak.14.19.sent,dickens.bleak.14.19.sents37,0,0,0,0,0,0,p
86,s60,0,0,0,0,0,0,0,0,0,0,dickens.bleak.17.18.sent,dickens.bleak.17.18.sents60,0,0,0,0,0,0,p
86,s79,0,0,0,0,0,0,0,0,0,0,dickens.bleak.17.18.sent,dickens.bleak.17.18.sents79,0,0,0,0,0,0,p
86,s80,0,0,0,0,0,0,1,0,0,0,dickens.bleak.17.18.sent,dickens.bleak.17.18.sents80,1,0,0,0,0,0,p
86,s108,0,0,1,0,0,0,0,0,0,0,dickens.bleak.17.18.sent,dickens.bleak.17.18.sents108,2,0,0,1,0,0,p
86,s116,0,0,1,0,0,0,0,0,0,0,dickens.bleak.17.18.sent,dickens.bleak.17.18.sents116,2,0,0,1,0,0,p
86,s118,0,0,0,0,0,0,0,0,0,0,dickens.bleak.17.18.sent,dickens.bleak.17.18.sents118,0,0,0,0,0,0,p
86,s122,0,0,0,0,0,0,0,0,0,0,dickens.bleak.17.18.sent,dickens.bleak.17.18.sents122,0,0,2,0,0,0,p
87,s0,0,0,0,0,0,0,0,0,0,0,dickens.bleak.17.19.sent,dickens.bleak.17.19.sents0,0,0,0,0,0,0,p
87,s21,0,0,0,0,0,0,0,0,0,0,dickens.bleak.17.19.sent,dickens.bleak.17.19.sents21,0,0,0,0,0,0,p
87,s22,0,0,0,0,0,0,0,0,0,0,dickens.bleak.17.19.sent,dickens.bleak.17.19.sents22,0,0,1,0,0,1,p
87,s75,0,0,0,0,0,0,0,0,0,0,dickens.bleak.17.19.sent,dickens.bleak.17.19.sents75,1,0,0,1,0,0,p
88,s26,0,0,0,0,0,0,0,0,0,0,dickens.david.9.15.sent,dickens.david.9.15.sents26,2,0,1,2,0,0,p
88,s35,1,0,0,0,0,0,1,0,1,1,dickens.david.9.15.sent,dickens.david.9.15.sents35,2,0,0,2,0,0,p
88,s39,0,0,0,0,0,0,0,0,0,0,dickens.david.9.15.sent,dickens.david.9.15.sents39,1,0,0,1,0,0,p
88,s40,0,0,1,0,0,0,0,0,0,0,dickens.david.9.15.sent,dickens.david.9.15.sents40,1,0,0,1,0,0,p
89,s34,0,0,1,0,0,0,0,0,0,0,dickens.great.4.9.sent,dickens.great.4.9.sents34,1,0,0,1,0,0,p
89,s37,0,0,0,0,0,0,0,0,0,0,dickens.great.4.9.sent,dickens.great.4.9.sents37,0,0,0,0,0,0,p
90,s9,0,0,1,1,0,0,0,0,2,0,dickens.great.5.9.sent,dickens.great.5.9.sents9,0,1,0,0,0,0,n
90,s11,0,0,0,1,0,0,0,0,0,0,dickens.great.5.9.sent,dickens.great.5.9.sents11,0,1,0,0,0,0,n
90,s20,0,0,0,1,0,0,0,0,0,0,dickens.great.5.9.sent,dickens.great.5.9.sents20,0,0,0,0,0,0,n
90,s36,0,0,0,0,0,0,0,1,0,1,dickens.great.5.9.sent,dickens.great.5.9.sents36,1,1,0,0,0,0,n
91,s17,0,0,1,0,0,0,0,0,0,0,dickens.great.6.9.sent,dickens.great.6.9.sents17,0,0,0,0,0,0,p
91,s18,0,0,1,0,0,0,0,0,0,0,dickens.great.6.9.sent,dickens.great.6.9.sents18,1,0,0,1,0,0,p
91,s19,0,0,0,0,0,0,0,0,0,0,dickens.great.6.9.sent,dickens.great.6.9.sents19,1,0,0,1,0,0,p
91,s36,0,0,0,0,0,0,0,1,1,0,dickens.great.6.9.sent,dickens.great.6.9.sents36,1,1,0,0,0,0,p
91,s37,0,0,0,0,0,0,0,0,0,0,dickens.great.6.9.sent,dickens.great.6.9.sents37,0,0,0,0,0,0,p
91,s45,0,0,0,0,0,0,0,0,0,0,dickens.great.6.9.sent,dickens.great.6.9.sents45,1,0,0,1,0,0,p
92,s8,0,0,0,0,0,0,0,0,0,0,dickens.great.7.9.sent,dickens.great.7.9.sents8,0,0,1,0,0,0,p
92,s13,0,0,0,0,0,0,0,0,0,0,dickens.great.7.9.sent,dickens.great.7.9.sents13,3,0,0,1,0,0,p
92,s27,0,0,1,0,0,0,0,0,2,0,dickens.great.7.9.sent,dickens.great.7.9.sents27,1,0,0,1,0,0,n
92,s30,0,0,1,0,0,0,0,0,2,0,dickens.great.7.9.sent,dickens.great.7.9.sents30,1,0,0,1,0,0,p
92,s33,0,0,0,0,0,0,0,0,0,0,dickens.great.7.9.sent,dickens.great.7.9.sents33,0,0,0,0,0,0,p
93,s42,0,0,0,0,1,0,0,0,1,1,dickens.great.9.11.sent,dickens.great.9.11.sents42,0,0,0,0,0,0,p
94,s23,0,0,0,1,0,0,1,0,0,0,dickens.hard.7.10.sent,dickens.hard.7.10.sents23,2,1,1,0,1,1,p
94,s24,0,0,0,1,0,1,0,0,0,1,dickens.hard.7.10.sent,dickens.hard.7.10.sents24,0,1,0,0,1,0,p
94,s29,0,0,0,0,0,0,0,0,0,0,dickens.hard.7.10.sent,dickens.hard.7.10.sents29,0,0,0,0,0,0,p
95,s12,0,0,0,0,0,0,1,0,0,0,dostoevsky.brothers.0.1.sent,dostoevsky.brothers.0.1.sents12,2,0,0,1,0,0,n
95,s50,0,0,0,0,0,0,0,1,0,0,dostoevsky.brothers.0.1.sent,dostoevsky.brothers.0.1.sents50,1,0,0,0,0,0,
96,s12,0,0,0,0,0,0,0,0,0,0,dostoevsky.brothers.0.6.sent,dostoevsky.brothers.0.6.sents12,2,0,0,1,0,0,n
96,s13,0,0,0,0,0,0,0,0,0,0,dostoevsky.brothers.0.6.sent,dostoevsky.brothers.0.6.sents13,0,0,0,0,0,0,n
96,s23,0,0,0,0,0,0,0,0,0,0,dostoevsky.brothers.0.6.sent,dostoevsky.brothers.0.6.sents23,1,0,0,1,0,0,n
96,s76,0,0,1,0,0,0,1,0,1,0,dostoevsky.brothers.0.6.sent,dostoevsky.brothers.0.6.sents76,1,0,0,0,0,0,p
97,s12,0,0,0,0,1,0,0,0,0,0,dostoevsky.brothers.1.6.sent,dostoevsky.brothers.1.6.sents12,2,0,0,0,0,0,p
97,s13,0,0,0,0,0,0,0,0,0,0,dostoevsky.brothers.1.6.sent,dostoevsky.brothers.1.6.sents13,0,0,0,0,0,0,p
97,s50,0,0,0,0,0,1,0,0,0,0,dostoevsky.brothers.1.6.sent,dostoevsky.brothers.1.6.sents50,1,0,0,0,0,0,n
97,s55,0,0,1,0,0,0,0,0,0,0,dostoevsky.brothers.1.6.sent,dostoevsky.brothers.1.6.sents55,2,0,0,0,0,0,p
97,s56,0,0,0,0,0,0,0,0,0,0,dostoevsky.brothers.1.6.sent,dostoevsky.brothers.1.6.sents56,1,0,0,1,0,0,p
97,s76,0,0,2,0,0,0,0,0,0,0,dostoevsky.brothers.1.6.sent,dostoevsky.brothers.1.6.sents76,1,0,0,0,0,0,p
98,s31,0,0,0,0,0,0,0,0,0,0,dostoevsky.brothers.3.7.sent,dostoevsky.brothers.3.7.sents31,2,0,0,2,0,0,p
99,s4,0,0,0,0,0,0,0,0,0,0,dostoevsky.brothers.4.6.sent,dostoevsky.brothers.4.6.sents4,0,0,1,0,0,1,n
99,s8,0,0,1,0,0,0,0,0,0,0,dostoevsky.brothers.4.6.sent,dostoevsky.brothers.4.6.sents8,1,1,0,0,0,0,n
99,s10,0,0,0,0,0,0,0,0,0,2,dostoevsky.brothers.4.6.sent,dostoevsky.brothers.4.6.sents10,1,0,0,1,0,0,n
99,s12,0,0,0,0,1,0,0,0,0,0,dostoevsky.brothers.4.6.sent,dostoevsky.brothers.4.6.sents12,2,0,0,2,0,0,n
